DATE,PRICE,MA,CROSS
1980-02-29,158.029999,156.965,1
1980-03-03,156.869995,157.1094,0
1980-03-04,155.389999,157.2118,0
1980-03-05,152.940002,157.2672,0
1980-03-06,148.639999,157.2406,0
1980-03-07,146.190002,157.1642,0
1980-03-10,143.75,157.0346,0
1980-03-11,144.559998,156.9092,0
1980-03-12,144.630005,156.779,0
1980-03-13,144.979996,156.7152,0
1980-03-14,144.440002,156.6846,0
1980-03-17,139.699997,156.5182,0
1980-03-18,138.919998,156.3242,0
1980-03-19,139.970001,156.11,0
1980-03-20,139.639999,155.8708,0
1980-03-21,138.800003,155.5844,0
1980-03-24,134.610001,155.1992,0
1980-03-25,132.520004,154.761601,0
1980-03-26,132.220001,154.3068,0
1980-03-27,124.089996,153.6688,0
1980-03-28,129.25,153.1376,0
1980-03-31,131.0,152.6348,0
1980-04-01,133.139999,152.1506,0
1980-04-02,135.800003,151.7282,0
1980-04-03,136.009995,151.2784,0
1980-04-07,133.399994,150.7616,0
1980-04-08,134.369995,150.255,0
1980-04-09,136.03999299999998,149.7618,0
1980-04-10,137.279999,149.3016,0
1980-04-11,137.75,148.8306,0
1980-04-14,136.669998,148.329,0
1980-04-15,136.389999,147.8108,0
1980-04-16,135.759995,147.2856,0
1980-04-17,134.550003,146.7326,0
1980-04-18,134.66000400000001,146.166,0
1980-04-21,133.080002,145.5522,0
1980-04-22,135.71000700000002,144.9614,0
1980-04-23,136.919998,144.4106,0
1980-04-24,138.690002,143.893,0
1980-04-25,137.919998,143.3518,0
1980-04-28,138.53999299999998,142.8518,0
1980-04-29,139.350006,142.3876,0
1980-04-30,139.990005,141.9662,0
1980-05-01,139.679993,141.5178,0
1980-05-02,140.25,141.0966,0
1980-05-05,141.03999299999998,140.715799,1
1980-05-06,142.229996,140.400999,1
1980-05-07,143.580002,140.102599,1
1980-05-08,143.259995,139.813199,1
1980-05-09,143.059998,139.525199,1
1980-05-12,142.96000700000002,139.223799,1
1980-05-13,144.100006,138.9684,1
1980-05-14,145.66000400000001,138.7738,1
1980-05-15,146.619995,138.6474,1
1980-05-16,147.240005,138.6194,1
1980-05-19,147.240005,138.6404,1
1980-05-20,146.929993,138.704,1
1980-05-21,146.75,138.7478,1
1980-05-22,147.96000700000002,138.8144,1
1980-05-23,149.479996,138.9044,1
1980-05-27,150.100006,139.0176,1
1980-05-28,150.699997,139.2376,1
1980-05-29,150.08999599999999,139.461,1
1980-05-30,150.449997,139.6706,1
1980-06-02,150.169998,139.8812,1
1980-06-03,149.919998,140.1036,1
1980-06-04,151.21000700000002,140.4356,1
1980-06-05,152.21000700000002,140.8294,1
1980-06-06,152.679993,141.2386,1
1980-06-09,153.0,141.8168,1
1980-06-10,154.149994,142.3148,1
1980-06-11,155.220001,142.7992,1
1980-06-12,155.309998,143.2426,1
1980-06-13,156.58999599999999,143.658399,1
1980-06-16,156.78999299999998,144.073999,1
1980-06-17,156.979996,144.545599,1
1980-06-18,157.190002,145.002,1
1980-06-19,156.729996,145.4158,1
1980-06-20,156.509995,145.800399,1
1980-06-23,156.990005,146.1852,1
1980-06-24,157.66000400000001,146.605,1
1980-06-25,158.740005,147.052,1
1980-06-26,159.0,147.5168,1
1980-06-27,159.179993,148.0094,1
1980-06-30,157.779999,148.4718,1
1980-07-01,158.169998,148.9736,1
1980-07-02,159.179993,149.442999,1
1980-07-03,160.869995,149.921999,1
1980-07-07,163.630005,150.420799,1
1980-07-08,163.580002,150.933999,1
1980-07-09,164.08999599999999,151.444999,1
1980-07-10,163.83999599999999,151.934799,1
1980-07-11,164.820007,152.431399,1
1980-07-14,166.520004,152.968199,1
1980-07-15,167.050003,153.5042,1
1980-07-16,167.100006,154.0254,1
1980-07-17,168.669998,154.5542,1
1980-07-18,169.990005,155.0824,1
1980-07-21,170.479996,155.6268,1
1980-07-22,169.78999299999998,156.1614,1
1980-07-23,169.820007,156.6986,1
1980-07-24,169.919998,157.215,1
1980-07-25,169.630005,157.6944,1
1980-07-28,170.020004,158.1624,1
1980-07-29,171.059998,158.6388,1
1980-07-30,172.330002,159.1406,1
1980-07-31,171.809998,159.6382,1
1980-08-01,172.490005,160.153,1
1980-08-04,171.889999,160.6316,1
1980-08-05,172.520004,161.0924,1
1980-08-06,173.449997,161.5594,1
1980-08-07,175.240005,162.0502,1
1980-08-08,175.880005,162.566,1
1980-08-11,177.110001,163.0992,1
1980-08-12,176.619995,163.6282,1
1980-08-13,177.020004,164.1702,1
1980-08-14,178.759995,164.7212,1
1980-08-15,179.889999,165.2748,1
1980-08-18,177.240005,165.766,1
1980-08-19,176.279999,166.2316,1
1980-08-20,177.679993,166.7022,1
1980-08-21,179.91000400000001,167.196,1
1980-08-22,181.699997,167.7238,1
1980-08-25,181.580002,168.2236,1
1980-08-26,182.389999,168.7356,1
1980-08-27,182.149994,169.239,1
1980-08-28,180.990005,169.715,1
1980-08-29,181.520004,170.2108,1
1980-09-02,182.33999599999999,170.7274,1
1980-09-03,184.529999,171.2782,1
1980-09-04,185.050003,171.826,1
1980-09-05,185.610001,172.3634,1
1980-09-08,184.449997,172.8724,1
1980-09-09,184.83999599999999,173.3856,1
1980-09-10,186.309998,173.9562,1
1980-09-11,188.16000400000001,174.556,1
1980-09-12,189.580002,175.164,1
1980-09-15,189.58999599999999,175.738401,1
1980-09-16,191.309998,176.292,1
1980-09-17,193.949997,176.8994,1
1980-09-18,193.610001,177.4898,1
1980-09-19,195.330002,178.1196,1
1980-09-22,195.940002,178.742,1
1980-09-23,195.050003,179.3126,1
1980-09-24,195.179993,179.8752,1
1980-09-25,194.050003,180.4142,1
1980-09-26,190.770004,180.8562,1
1980-09-29,185.78999299999998,181.1722,1
1980-09-30,187.759995,181.5178,1
1980-10-01,189.619995,181.9144,1
1980-10-02,190.809998,182.3342,1
1980-10-03,193.429993,182.8044,1
1980-10-06,196.009995,183.332,1
1980-10-07,196.169998,183.854999,1
1980-10-08,197.179993,184.377399,1
1980-10-09,197.529999,184.881399,1
1980-10-10,197.78999299999998,185.400999,1
1980-10-13,198.869995,185.928599,1
1980-10-14,199.020004,186.471199,1
1980-10-15,199.429993,187.009399,1
1980-10-16,197.949997,187.499399,1
1980-10-17,197.240005,187.939399,1
1980-10-20,197.149994,188.364799,1
1980-10-21,196.46000700000002,188.751799,1
1980-10-22,197.899994,189.177399,1
1980-10-23,195.809998,189.553199,1
1980-10-24,196.169998,189.901399,1
1980-10-27,194.350006,190.190599,1
1980-10-28,193.759995,190.520999,1
1980-10-29,194.490005,190.885199,1
1980-10-30,192.509995,191.181799,1
1980-10-31,192.779999,191.439199,1
1980-11-03,193.149994,191.668199,1
1980-11-05,196.029999,191.957199,1
1980-11-06,193.96000700000002,192.188599,1
1980-11-07,193.509995,192.415799,1
1980-11-10,193.100006,192.657999,1
1980-11-11,195.020004,192.927999,1
1980-11-12,197.779999,193.236799,1
1980-11-13,200.25,193.551199,1
1980-11-14,201.759995,193.885399,1
1980-11-17,201.58999599999999,194.204999,1
1980-11-18,203.759995,194.591199,1
1980-11-19,205.020004,194.994799,1
1980-11-20,206.5,195.398599,1
1980-11-21,206.070007,195.756799,1
1980-11-24,204.220001,196.049599,1
1980-11-25,205.41000400000001,196.365999,1
1980-11-26,207.059998,196.680999,1
1980-11-28,208.149994,196.964999,1
1980-12-01,204.91000400000001,197.190999,1
1980-12-02,203.71000700000002,197.358599,1
1980-12-03,204.899994,197.537799,1
1980-12-04,206.190002,197.760599,1
1980-12-05,203.020004,197.917399,1
1980-12-08,195.869995,197.953799,0
1980-12-09,195.070007,198.039799,0
1980-12-10,193.580002,198.195599,0
1980-12-11,188.75,198.215399,0
1980-12-12,191.220001,198.247399,0
1980-12-15,194.020004,198.311599,0
1980-12-16,191.880005,198.2806,0
1980-12-17,194.020004,198.2408,0
1980-12-18,196.009995,198.2376,0
1980-12-19,197.91000400000001,198.2522,0
1980-12-22,199.78999299999998,198.2974,1
1980-12-23,199.860001,198.3388,1
1980-12-24,200.139999,198.3642,1
1980-12-26,201.279999,198.4094,1
1980-12-29,199.83999599999999,198.4176,1
1980-12-30,200.46000700000002,198.4678,1
1980-12-31,202.33999599999999,198.5698,1
1981-01-02,203.550003,198.6978,1
1981-01-05,204.169998,198.852,1
1981-01-06,204.070007,198.9754,1
1981-01-07,197.350006,199.006201,0
1981-01-08,195.889999,199.000601,0
1981-01-09,197.66000400000001,199.066801,0
1981-01-12,198.440002,199.160401,0
1981-01-13,198.050003,199.231601,0
1981-01-14,199.080002,199.363001,0
1981-01-15,199.850006,199.504401,1
1981-01-16,201.130005,199.664001,1
1981-01-19,201.580002,199.775001,1
1981-01-20,198.720001,199.870201,0
1981-01-21,198.08999599999999,199.961801,0
1981-01-22,197.119995,200.042201,0
1981-01-23,197.520004,200.092201,0
1981-01-26,196.130005,200.059201,0
1981-01-27,197.179993,199.997801,0
1981-01-28,197.369995,199.910001,0
1981-01-29,197.880005,199.835801,0
1981-01-30,197.809998,199.716801,0
1981-02-02,193.08999599999999,199.478201,0
1981-02-03,193.559998,199.219401,0
1981-02-04,194.570007,198.989401,0
1981-02-05,196.28999299999998,198.830801,0
1981-02-06,197.869995,198.680001,0
1981-02-09,196.929993,198.4774,0
1981-02-10,196.699997,198.248401,0
1981-02-11,195.809998,198.0664,0
1981-02-12,194.610001,197.8844,0
1981-02-13,193.889999,197.6642,0
1981-02-17,193.979996,197.42,0
1981-02-18,194.729996,197.2542,0
1981-02-19,192.740005,197.1916,0
1981-02-20,192.28999299999998,197.136,0
1981-02-23,193.059998,197.1256,0
1981-02-24,193.940002,197.2294,0
1981-02-25,193.990005,197.2848,0
1981-02-26,196.130005,197.327,0
1981-02-27,198.009995,197.4496,1
1981-03-02,199.059998,197.5504,1
1981-03-03,198.350006,197.5972,1
1981-03-04,198.75,197.614,1
1981-03-05,199.050003,197.5992,1
1981-03-06,199.889999,197.5998,1
1981-03-09,200.139999,197.5998,1
1981-03-10,199.029999,197.5548,1
1981-03-11,198.16000400000001,197.5212,1
1981-03-12,200.669998,197.5254,1
1981-03-13,202.169998,197.522,1
1981-03-16,203.440002,197.5198,1
1981-03-17,203.190002,197.5002,1
1981-03-18,204.0,197.4988,1
1981-03-19,204.449997,197.6408,1
1981-03-20,206.28999299999998,197.8488,1
1981-03-23,207.619995,198.048,1
1981-03-24,207.699997,198.233199,1
1981-03-25,209.309998,198.458399,1
1981-03-26,209.529999,198.667399,1
1981-03-27,208.820007,198.846799,1
1981-03-30,208.96000700000002,199.003399,1
1981-03-31,210.17999300000002,199.175399,1
1981-04-01,211.33999599999999,199.427799,1
1981-04-02,211.960007,199.705199,1
1981-04-03,212.649994,200.015799,1
1981-04-06,211.270004,200.290799,1
1981-04-07,211.75999500000003,200.603399,1
1981-04-08,212.80000299999998,200.915799,1
1981-04-09,213.91000400000001,201.246599,1
1981-04-10,215.149994,201.591999,1
1981-04-13,214.330002,201.922399,1
1981-04-14,213.38999900000002,202.328399,1
1981-04-15,214.979996,202.756799,1
1981-04-16,216.63999900000002,203.198199,1
1981-04-20,217.55000299999998,203.623399,1
1981-04-21,216.729996,204.000599,1
1981-04-22,217.190002,204.4058,1
1981-04-23,218.020004,204.8322,1
1981-04-24,219.559998,205.3072,1
1981-04-27,219.88000499999998,205.8126,1
1981-04-28,217.63000499999998,206.2874,1
1981-04-29,216.22000099999997,206.7322,1
1981-04-30,216.74000499999997,207.1724,1
1981-05-01,216.67999300000002,207.6512,1
1981-05-04,213.32000699999998,208.0718,1
1981-05-05,211.55000299999998,208.4416,1
1981-05-06,211.979996,208.8024,1
1981-05-07,213.66000400000001,209.1958,1
1981-05-08,214.83999599999999,209.57,1
1981-05-11,212.789993,209.8656,1
1981-05-12,213.11999500000002,210.1468,1
1981-05-13,213.77999900000003,210.4554,1
1981-05-14,215.17999300000002,210.784,1
1981-05-15,216.50999500000003,211.133199,1
1981-05-18,216.940002,211.4742,1
1981-05-19,216.11999500000002,211.793799,1
1981-05-20,217.63000499999998,212.1658,1
1981-05-21,218.350006,212.5696,1
1981-05-22,219.229996,212.9408,1
1981-05-26,220.24000499999997,213.3022,1
1981-05-27,222.169998,213.6768,1
1981-05-28,223.309998,214.0792,1
1981-05-29,223.47000099999997,214.4686,1
1981-06-01,223.020004,214.84,1
1981-06-02,219.58999599999999,215.106,1
1981-06-03,218.88999900000002,215.3314,1
1981-06-04,219.67999300000002,215.571,1
1981-06-05,221.30000299999998,215.8108,1
1981-06-08,220.83999599999999,216.037,1
1981-06-09,220.00999500000003,216.2608,1
1981-06-10,220.399994,216.489599,1
1981-06-11,222.33999599999999,216.732799,1
1981-06-12,222.75999500000003,216.961199,1
1981-06-15,222.960007,217.181199,1
1981-06-16,220.580002,217.339799,1
1981-06-17,220.61000099999998,217.526599,1
1981-06-18,218.710007,217.6656,1
1981-06-19,219.559998,217.8008,1
1981-06-22,218.600006,217.8946,1
1981-06-23,219.229996,217.9762,1
1981-06-24,218.770004,218.065,1
1981-06-25,219.309998,218.1834,1
1981-06-26,219.75999500000003,218.279,1
1981-06-29,218.22000099999997,218.3106,0
1981-06-30,215.75,218.2746,0
1981-07-01,214.63000499999998,218.2326,0
1981-07-02,212.80000299999998,218.1448,0
1981-07-06,209.100006,217.9664,0
1981-07-07,208.009995,217.7354,0
1981-07-08,208.440002,217.5066,0
1981-07-09,210.02999900000003,217.3546,0
1981-07-10,210.539993,217.240999,0
1981-07-13,210.86000099999998,217.123399,0
1981-07-14,209.88000499999998,216.9874,0
1981-07-15,210.83999599999999,216.937799,0
1981-07-16,212.020004,216.947199,0
1981-07-17,212.75999500000003,216.962799,0
1981-07-20,209.270004,216.874999,0
1981-07-21,207.71000700000002,216.7324,0
1981-07-22,206.16000400000001,216.5998,0
1981-07-23,206.41000400000001,216.4656,0
1981-07-24,208.0,216.35,0
1981-07-27,209.419998,216.2348,0
1981-07-28,208.91000400000001,216.0828,0
1981-07-29,208.949997,215.923,0
1981-07-30,210.02999900000003,215.8012,0
1981-07-31,211.63000499999998,215.6812,0
1981-08-03,210.399994,215.5222,0
1981-08-04,210.08999599999999,215.3394,0
1981-08-05,211.02999900000003,215.1552,0
1981-08-06,211.669998,214.9452,0
1981-08-07,211.36000099999998,214.7062,0
1981-08-10,210.83999599999999,214.4536,0
1981-08-11,211.669998,214.2266,0
1981-08-12,211.94999700000002,214.0738,0
1981-08-13,212.36000099999998,213.9432,0
1981-08-14,212.11999500000002,213.792,0
1981-08-17,209.649994,213.559,0
1981-08-18,207.009995,213.2824,0
1981-08-19,207.220001,213.0266,0
1981-08-20,207.970001,212.778,0
1981-08-21,206.759995,212.4664,0
1981-08-24,200.759995,212.0264,0
1981-08-25,197.779999,211.5228,0
1981-08-26,197.809998,211.0674,0
1981-08-27,196.820007,210.5916,0
1981-08-28,197.550003,210.1684,0
1981-08-31,195.75,209.6922,0
1981-09-01,195.169998,209.2236,0
1981-09-02,195.389999,208.7468,0
1981-09-03,191.990005,208.2112,0
1981-09-04,189.630005,207.6176,0
1981-09-08,184.78999299999998,206.9182,0
1981-09-09,184.770004,206.2492,0
1981-09-10,187.550003,205.6852,0
1981-09-11,189.809998,205.1888,0
1981-09-14,189.619995,204.7252,0
1981-09-15,189.559998,204.334399,0
1981-09-16,187.820007,203.9306,0
1981-09-17,185.71000700000002,203.476,0
1981-09-18,184.270004,202.9608,0
1981-09-21,184.41000400000001,202.4382,0
1981-09-22,183.259995,201.8862,0
1981-09-23,179.990005,201.2884,0
1981-09-24,180.389999,200.6794,0
1981-09-25,175.119995,199.9414,0
1981-09-28,175.029999,199.1868,0
1981-09-29,178.509995,198.5716,0
1981-09-30,180.029999,198.018,0
1981-10-01,181.08999599999999,197.516599,0
1981-10-02,184.369995,197.075799,0
1981-10-05,185.91000400000001,196.633999,0
1981-10-06,185.869995,196.162999,0
1981-10-07,188.779999,195.760399,0
1981-10-08,191.009995,195.401599,0
1981-10-09,191.270004,195.026399,0
1981-10-12,191.279999,194.619399,0
1981-10-13,191.919998,194.249799,0
1981-10-14,189.429993,193.836599,0
1981-10-15,189.850006,193.412999,0
1981-10-16,190.240005,192.984399,0
1981-10-19,189.770004,192.552599,0
1981-10-20,191.229996,192.160399,0
1981-10-21,192.380005,191.7746,1
1981-10-22,192.429993,191.3842,1
1981-10-23,191.91000400000001,190.9752,1
1981-10-26,191.009995,190.553,1
1981-10-27,192.610001,190.2122,1
1981-10-28,193.75,189.947,1
1981-10-29,193.080002,189.6642,1
1981-10-30,195.240005,189.4096,1
1981-11-02,197.25,189.2194,1
1981-11-03,198.779999,189.1798,1
1981-11-04,199.729996,189.2188,1
1981-11-05,200.020004,189.263,1
1981-11-06,199.970001,189.326,1
1981-11-09,199.919998,189.3734,1
1981-11-10,199.899994,189.4564,1
1981-11-11,200.050003,189.554,1
1981-11-12,200.990005,189.666,1
1981-11-13,200.16000400000001,189.8294,1
1981-11-16,197.16000400000001,189.98,1
1981-11-17,197.679993,190.2378,1
1981-11-18,197.600006,190.4944,1
1981-11-19,197.320007,190.6898,1
1981-11-20,198.600006,190.8656,1
1981-11-23,198.009995,191.0334,1
1981-11-24,199.03999299999998,191.223,1
1981-11-25,200.009995,191.4668,1
1981-11-27,201.020004,191.773,1
1981-11-30,201.369995,192.115,1
1981-12-01,201.130005,192.4494,1
1981-12-02,200.350006,192.7912,1
1981-12-03,199.899994,193.1894,1
1981-12-04,200.880005,193.5992,1
1981-12-07,199.71000700000002,194.091,1
1981-12-08,198.130005,194.553,1
1981-12-09,198.28999299999998,194.9486,1
1981-12-10,198.919998,195.3264,1
1981-12-11,198.639999,195.6774,1
1981-12-14,195.669998,195.9034,0
1981-12-15,195.16000400000001,196.0884,0
1981-12-16,195.08999599999999,196.2728,0
1981-12-17,195.699997,196.4112,0
1981-12-18,197.009995,196.5312,1
1981-12-21,196.369995,196.6332,0
1981-12-22,195.639999,196.7204,0
1981-12-23,195.449997,196.791,0
1981-12-24,195.699997,196.9164,0
1981-12-28,195.139999,197.0222,0
1981-12-29,193.91000400000001,197.0956,0
1981-12-30,194.66000400000001,197.1934,0
1981-12-31,195.83999599999999,197.2856,0
1982-01-04,195.529999,197.3486,0
1982-01-05,192.330002,197.3466,0
1982-01-06,191.149994,197.3314,0
1982-01-07,191.020004,197.3316,0
1982-01-08,192.050003,197.3204,0
1982-01-11,188.800003,197.2214,0
1982-01-12,187.320007,197.1062,0
1982-01-13,185.729996,196.916,0
1982-01-14,185.889999,196.6888,0
1982-01-15,187.320007,196.4596,0
1982-01-18,187.21000700000002,196.2092,0
1982-01-19,186.16000400000001,195.932,0
1982-01-20,185.720001,195.647,0
1982-01-21,186.399994,195.3766,0
1982-01-22,185.830002,195.0952,0
1982-01-25,183.520004,194.764601,0
1982-01-26,183.41000400000001,194.413,0
1982-01-27,183.570007,194.081201,0
1982-01-28,186.220001,193.8624,0
1982-01-29,188.389999,193.676601,0
1982-02-01,186.820007,193.461001,0
1982-02-02,187.46000700000002,193.263801,0
1982-02-03,187.429993,193.0404,0
1982-02-04,187.139999,192.823,0
1982-02-05,188.21000700000002,192.606401,0
1982-02-08,184.630005,192.298801,0
1982-02-09,182.509995,191.928601,0
1982-02-10,182.970001,191.560601,0
1982-02-11,182.25,191.183001,0
1982-02-12,182.520004,190.826401,0
1982-02-16,180.71000700000002,190.442601,0
1982-02-17,181.25,190.050001,0
1982-02-18,181.380005,189.683401,0
1982-02-19,180.649994,189.333801,0
1982-02-22,179.070007,188.949401,0
1982-02-23,177.490005,188.520801,0
1982-02-24,178.580002,188.119601,0
1982-02-25,179.440002,187.795001,0
1982-02-26,179.429993,187.480401,0
1982-03-01,180.130005,187.181201,0
1982-03-02,180.139999,186.870001,0
1982-03-03,178.009995,186.490001,0
1982-03-04,176.28999299999998,186.088401,0
1982-03-05,173.970001,185.655001,0
1982-03-08,171.029999,185.166601,0
1982-03-09,169.71000700000002,184.646801,0
1982-03-10,170.419998,184.152401,0
1982-03-11,170.08999599999999,183.676001,0
1982-03-12,168.229996,183.147401,0
1982-03-15,167.919998,182.589001,0
1982-03-16,168.279999,182.044001,0
1982-03-17,168.199997,181.561401,0
1982-03-18,170.130005,181.141001,0
1982-03-19,171.759995,180.755801,0
1982-03-22,173.830002,180.391401,0
1982-03-23,174.949997,180.114401,0
1982-03-24,174.83999599999999,179.864801,0
1982-03-25,175.830002,179.666801,0
1982-03-26,175.199997,179.453001,0
1982-03-29,175.5,179.216601,0
1982-03-30,175.419998,178.9808,0
1982-03-31,175.649994,178.7706,0
1982-04-01,177.309998,178.6024,0
1982-04-02,178.559998,178.4456,1
1982-04-05,178.21000700000002,178.2932,0
1982-04-06,178.679993,178.1964,1
1982-04-07,179.91000400000001,178.1264,1
1982-04-08,181.149994,178.078,1
1982-04-12,180.889999,177.9714,1
1982-04-13,180.759995,177.8188,1
1982-04-14,180.41000400000001,177.6906,1
1982-04-15,181.119995,177.563799,1
1982-04-16,182.25,177.4602,1
1982-04-19,182.369995,177.3648,1
1982-04-20,181.940002,177.239399,1
1982-04-21,182.320007,177.193199,1
1982-04-22,183.66000400000001,177.2162,1
1982-04-23,184.929993,177.2554,1
1982-04-26,185.800003,177.3264,1
1982-04-27,184.720001,177.3704,1
1982-04-28,184.889999,177.453999,1
1982-04-29,184.149994,177.511999,1
1982-04-30,184.699997,177.578399,1
1982-05-03,184.970001,177.664799,1
1982-05-04,185.949997,177.802399,1
1982-05-05,185.880005,177.970199,1
1982-05-06,187.270004,178.143999,1
1982-05-07,188.130005,178.317799,1
1982-05-10,187.570007,178.480599,1
1982-05-11,188.190002,178.641799,1
1982-05-12,188.059998,178.800199,1
1982-05-13,187.66000400000001,178.993199,1
1982-05-14,188.220001,179.2318,1
1982-05-17,186.899994,179.4904,1
1982-05-18,185.809998,179.785999,1
1982-05-19,183.91000400000001,180.069999,1
1982-05-20,182.720001,180.315999,1
1982-05-21,182.399994,180.562199,1
1982-05-24,181.71000700000002,180.8318,1
1982-05-25,181.119995,181.0958,1
1982-05-26,178.759995,181.3054,0
1982-05-27,178.369995,181.508799,0
1982-05-28,178.53999299999998,181.676999,0
1982-06-01,177.360001,181.788999,0
1982-06-02,177.820007,181.868799,0
1982-06-03,177.100006,181.9118,0
1982-06-04,174.820007,181.9114,0
1982-06-07,173.83999599999999,181.8716,0
1982-06-08,173.279999,181.8332,0
1982-06-09,170.940002,181.742,0
1982-06-10,171.369995,181.661,0
1982-06-11,173.550003,181.619,0
1982-06-14,172.149994,181.5158,0
1982-06-15,171.190002,181.3684,0
1982-06-16,171.440002,181.233,0
1982-06-17,169.850006,181.0564,0
1982-06-18,168.5,180.8282,0
1982-06-21,168.0,180.5652,0
1982-06-22,169.050003,180.3284,0
1982-06-23,170.860001,180.1304,0
1982-06-24,171.119995,179.9446,0
1982-06-25,170.479996,179.7318,0
1982-06-28,171.070007,179.5082,0
1982-06-29,170.529999,179.2714,0
1982-06-30,171.300003,179.0586,0
1982-07-01,170.600006,178.8242,0
1982-07-02,170.050003,178.552,0
1982-07-06,169.220001,178.237801,0
1982-07-07,168.080002,177.883401,0
1982-07-08,166.800003,177.525001,0
1982-07-09,168.070007,177.188601,0
1982-07-12,168.850006,176.882601,0
1982-07-13,169.350006,176.575601,0
1982-07-14,169.21000700000002,176.260401,0
1982-07-15,169.610001,175.933601,0
1982-07-16,170.179993,175.619601,0
1982-07-19,170.08999599999999,175.276001,0
1982-07-20,170.830002,174.930001,0
1982-07-21,171.53999299999998,174.609401,0
1982-07-22,172.059998,174.286801,0
1982-07-23,172.110001,173.967801,0
1982-07-26,171.449997,173.6436,0
1982-07-27,170.71000700000002,173.293401,0
1982-07-28,168.369995,172.922801,0
1982-07-29,167.600006,172.558601,0
1982-07-30,167.350006,172.227401,0
1982-08-02,168.369995,171.940401,0
1982-08-03,167.970001,171.651801,0
1982-08-04,166.559998,171.348801,0
1982-08-05,165.149994,171.029401,0
1982-08-06,163.58999599999999,170.726001,0
1982-08-09,161.380005,170.386201,0
1982-08-10,161.320007,170.041801,0
1982-08-11,160.770004,169.710001,0
1982-08-12,159.83999599999999,169.350401,0
1982-08-13,159.139999,168.991201,0
1982-08-16,159.679993,168.688401,0
1982-08-17,162.279999,168.457201,0
1982-08-18,164.990005,168.291401,0
1982-08-19,164.919998,168.171001,0
1982-08-20,166.96000700000002,168.082801,0
1982-08-23,169.880005,168.009401,1
1982-08-24,172.229996,168.011001,1
1982-08-25,174.929993,168.085801,1
1982-08-26,178.169998,168.220401,1
1982-08-27,177.600006,168.375401,1
1982-08-30,176.360001,168.532601,1
1982-08-31,177.71000700000002,168.726801,1
1982-09-01,177.300003,168.891801,1
1982-09-02,179.5,169.064601,1
1982-09-03,182.050003,169.283201,1
1982-09-07,180.880005,169.491201,1
1982-09-08,181.78999299999998,169.705601,1
1982-09-09,182.770004,169.950401,1
1982-09-10,182.470001,170.173801,1
1982-09-13,182.899994,170.419801,1
1982-09-14,184.600006,170.710801,1
1982-09-15,186.309998,171.052601,1
1982-09-16,186.800003,171.427001,1
1982-09-17,186.610001,171.823201,1
1982-09-20,186.0,172.181801,1
1982-09-21,187.91000400000001,172.563001,1
1982-09-22,188.619995,172.9484,1
1982-09-23,188.149994,173.3272,1
1982-09-24,188.610001,173.7072,1
1982-09-27,188.639999,174.0764,1
1982-09-28,189.03999299999998,174.4554,1
1982-09-29,188.259995,174.804,1
1982-09-30,187.649994,175.1262,1
1982-10-01,188.699997,175.459,1
1982-10-04,188.020004,175.7772,1
1982-10-05,188.770004,176.1236,1
1982-10-06,191.979996,176.549,1
1982-10-07,195.58999599999999,177.0934,1
1982-10-08,198.889999,177.7192,1
1982-10-11,202.309998,178.4184,1
1982-10-12,202.16000400000001,179.0942,1
1982-10-13,205.169998,179.8382,1
1982-10-14,204.850006,180.604,1
1982-10-15,204.46000700000002,181.3902,1
1982-10-18,206.610001,182.2506,1
1982-10-19,207.479996,183.1726,1
1982-10-20,210.69999700000002,184.1602,1
1982-10-21,214.27999900000003,185.2304,1
1982-10-22,215.289993,186.3394,1
1982-10-25,210.88999900000002,187.3744,1
1982-10-26,209.919998,188.3792,1
1982-10-27,212.19999700000002,189.3776,1
1982-10-28,211.86999500000002,190.3152,1
1982-10-29,212.63000499999998,191.2694,1
1982-11-01,214.520004,192.2206,1
1982-11-02,217.649994,193.175999,1
1982-11-03,222.770004,194.1868,1
1982-11-04,225.00999500000003,195.1884,1
1982-11-05,227.02999900000003,196.1656,1
1982-11-08,226.74000499999997,197.1484,1
1982-11-09,230.190002,198.225,1
1982-11-10,230.41000400000001,199.279,1
1982-11-11,231.520004,200.3634,1
1982-11-12,232.61000099999998,201.4256,1
1982-11-15,229.33999599999999,202.3714,1
1982-11-16,224.97000099999997,203.253199,1
1982-11-17,227.75,204.1724,1
1982-11-18,229.27999900000003,205.102599,1
1982-11-19,229.41000400000001,206.0414,1
1982-11-22,225.789993,206.8992,1
1982-11-23,225.169998,207.710599,1
1982-11-24,226.88000499999998,208.522,1
1982-11-26,228.63999900000002,209.358799,1
1982-11-29,228.38999900000002,210.194399,1
1982-11-30,232.309998,211.120599,1
1982-12-01,235.58999599999999,212.074199,1
1982-12-02,236.17999300000002,213.025399,1
1982-12-03,237.16000400000001,214.005599,1
1982-12-06,239.289993,215.019199,1
1982-12-07,240.649994,216.059399,1
1982-12-08,240.69999700000002,217.092599,1
1982-12-09,237.24000499999997,218.072199,1
1982-12-10,233.850006,218.9962,1
1982-12-13,233.330002,219.8888,1
1982-12-14,231.330002,220.755,1
1982-12-15,225.690002,221.4934,1
1982-12-16,225.600006,222.1658,1
1982-12-17,228.92999300000002,222.8326,1
1982-12-20,227.88000499999998,223.4124,1
1982-12-21,228.520004,223.9366,1
1982-12-22,231.039993,224.5142,1
1982-12-23,232.330002,225.0574,1
1982-12-27,233.19999700000002,225.6244,1
